0,0,0,465,152,990,206
0,0,0,831,465,387,1150
1,1,1,950,39,495,1065
1,754,754,259,163,483,806
2,2,2,571,305,647,193
2,2,2,571,305,520,193
3,3,3,785,29,613,776
3,3,3,29,785,877,776
4,4,4,202,903,881,759
4,4,4,202,881,903,93
5,1005,1005,302,862,438,5
5,5,5,858,862,525,224
6,6,6,833,687,855,568
6,6,6,391,687,833,855
7,926,926,267,7,389,1055
7,7,7,628,47,271,375
8,8,8,240,1062,506,837
8,8,8,240,837,506,1062
9,9,9,195,420,558,27
9,9,9,195,583,786,856
10,10,10,370,365,103,145
10,224,224,10,370,353,145
11,11,11,570,1027,216,244
11,11,11,570,385,565,318
12,696,696,557,12,185,838
12,12,12,696,490,728,383
13,13,13,369,974,443,889
13,13,13,250,369,1070,848
14,665,665,150,14,820,687
14,14,14,955,1088,413,716
15,15,15,1080,1133,406,718
15,15,15,1080,1133,406,1119
16,16,16,392,1070,910,605
16,16,16,1070,910,605,923
17,17,17,971,105,1060,1104
17,17,17,971,163,259,1015
18,376,376,378,61,18,753
18,18,18,376,568,356,61
19,279,279,19,1057,49,156
19,498,498,683,904,839,585
20,20,20,162,907,0,444
20,20,20,162,444,907,1067
21,21,21,902,789,124,537
21,21,21,930,865,1014,386
22,22,22,276,396,795,349
22,22,22,396,591,419,276
23,23,23,1163,900,1148,408
23,769,769,57,45,338,334
24,24,24,1032,849,846,1083
24,24,24,987,1000,303,1003
25,25,25,278,817,335,480
25,335,335,25,790,278,817
26,26,26,930,865,818,1112
26,26,26,930,506,924,303
27,27,27,384,116,420,195
27,27,27,420,384,776,1031
28,642,642,839,438,433,276
28,634,634,418,626,428,28
29,29,29,3,294,726,236
29,29,29,294,1171,3,726
30,30,30,993,804,75,824
30,30,30,297,811,391,270
31,31,31,472,86,397,359
31,31,31,359,214,397,33
32,32,32,472,1119,214,956
32,32,32,472,1119,214,420
33,33,33,496,585,1119,214
33,33,33,496,1085,719,956
34,34,34,167,200,69,470
34,34,34,491,300,211,894
35,35,35,893,573,1071,441
35,35,35,893,1071,441,573
36,36,36,1144,971,1165,131
36,36,36,1165,971,524,1144
37,37,37,301,1117,1122,149
37,37,37,1117,149,301,517
38,38,38,876,330,18,398
38,38,38,967,876,717,457
39,1065,1065,39,1128,1058,1
39,39,39,953,1058,253,950
40,40,40,56,481,799,701
40,481,481,40,1087,799,701
41,41,41,49,280,108,313
41,41,41,49,108,1100,280
42,42,42,1169,753,1090,350
42,42,42,256,753,350,586
43,43,43,177,842,246,831
43,43,43,1154,842,831,996
44,44,44,129,725,1132,639
44,44,44,129,706,643,260
45,45,45,593,769,611,430
45,45,45,769,430,593,753
46,46,46,579,498,108,1100
46,46,46,498,108,214,562
47,47,47,1111,798,551,398
47,47,47,798,551,1111,845
48,227,227,319,320,48,533
48,48,48,319,320,227,543
49,156,156,49,88,379,951
49,49,49,41,1170,217,193
50,50,50,110,373,176,70
50,692,692,873,50,686,110
51,51,51,894,211,901,200
51,51,51,485,894,211,200
52,52,52,497,226,763,507
52,52,52,497,226,763,921
53,53,53,981,1023,664,575
53,33,33,583,1171,783,209
54,54,54,100,446,328,153
54,54,54,100,446,153,851
55,1122,1122,1117,102,301,37
55,301,301,37,1122,1117,149
56,481,481,40,1087,799,701
56,481,481,701,40,1087,799
57,57,57,338,698,248,769
57,57,57,338,698,248,769
58,58,58,96,415,103,276
58,58,58,96,415,745,282
59,59,59,1034,792,672,183
59,59,59,672,183,1034,1063
60,677,677,388,880,60,522
60,60,60,757,916,680,243
61,61,61,376,256,430,753
61,1050,1050,508,330,61,993
62,725,725,639,713,147,643
62,1096,1096,62,639,82,725
63,63,63,842,302,924,1020
63,63,63,1098,811,1130,692
64,64,64,491,635,34,36
64,64,64,371,310,1027,991
65,65,65,961,669,306,233
65,65,65,711,850,961,354
66,66,66,190,65,744,272
66,66,66,261,273,446,669
67,67,67,193,315,1100,1115
67,67,67,1115,971,590,898
68,68,68,1079,421,166,732
68,68,68,1079,421,166,607
69,69,69,615,439,470,123
69,69,69,1053,615,1083,1086
70,515,515,70,898,572,1104
70,699,699,70,8,752,1136
71,71,71,272,383,916,492
71,71,71,160,272,492,1131
72,72,72,81,933,540,338
72,540,540,72,81,268,479
73,73,73,267,551,1055,867
73,73,73,267,867,366,1055
74,215,215,74,502,662,552
74,74,74,662,215,552,502
75,75,75,586,178,993,1093
75,978,978,75,586,430,184
76,76,76,413,933,1166,819
76,302,302,567,1130,79,878
77,77,77,847,923,304,411
77,77,77,847,304,923,411
78,78,78,180,1055,1076,593
78,78,78,1055,180,593,91
79,79,79,567,231,463,296
79,79,79,567,1130,296,231
80,80,80,102,55,869,245
80,80,80,301,52,102,226
81,81,81,72,347,1124,933
81,81,81,347,72,933,1124
82,82,82,629,749,1096,1098
82,82,82,928,293,1112,629
83,657,657,191,510,124,682
83,83,83,234,728,702,750
84,84,84,642,972,836,872
84,84,84,642,972,126,115
85,85,85,860,681,526,1067
85,85,85,860,1067,162,681
86,86,86,364,280,275,359
86,86,86,364,31,848,1070
87,87,87,24,949,361,1032
87,87,87,858,1153,949,1032
88,88,88,156,465,379,503
88,88,88,379,503,1057,465
89,89,89,452,103,771,182
89,89,89,103,452,860,182
90,516,516,440,964,90,823
90,90,90,266,422,254,516
91,91,91,867,1055,624,469
91,91,91,366,867,107,270
92,92,92,602,97,573,918
92,92,92,602,97,24,274
93,93,93,383,247,289,696
93,93,93,383,247,4,696
94,94,94,1153,400,1025,263
94,94,94,1153,558,704,674
95,95,95,1160,534,761,625
95,95,95,1160,534,761,625
96,96,96,58,133,302,280
96,96,96,302,58,386,282
97,97,97,341,364,231,280
97,97,97,895,24,1000,602
98,98,98,793,523,660,835
98,98,98,559,214,822,27
99,99,99,840,526,452,926
99,99,99,840,452,526,811
100,100,100,54,153,328,1103
100,100,100,54,328,153,851
101,701,701,481,101,40,1087
101,101,101,701,481,1087,40
102,429,429,1140,690,398,141
102,80,80,102,55,869,1122
103,103,103,370,89,452,771
103,103,103,370,89,452,444
104,104,104,195,174,679,232
104,104,104,174,9,195,339
105,105,105,1159,606,634,418
105,105,105,1159,606,822,1042
106,106,106,588,138,800,150
106,106,106,134,705,588,984
107,107,107,393,91,329,130
107,301,301,37,149,1117,1122
108,1127,1127,33,558,674,108
108,108,108,33,674,87,31
109,109,109,568,348,6,110
109,109,109,348,568,142,110
110,110,110,650,50,70,277
110,110,110,650,986,443,70
111,111,111,468,999,262,772
111,111,111,443,999,369,974
112,414,414,745,860,889,58
112,112,112,157,461,638,548
113,113,113,510,242,372,117
113,113,113,510,1021,372,605
114,1170,1170,114,925,479,768
114,114,114,834,128,286,936
115,115,115,683,542,364,839
115,115,115,19,379,683,279
116,116,116,671,339,641,756
116,116,116,562,1138,994,1110
117,1021,1021,659,649,595,265
117,838,838,407,117,137,649
118,128,128,118,392,834,936
118,118,118,128,942,834,224
119,119,119,502,311,1162,666
119,119,119,1162,311,884,502
120,120,120,1114,1032,1161,1082
120,120,120,1032,652,1114,1161
121,121,121,1080,868,1119,380
121,121,121,1080,868,1119,291
122,122,122,590,898,494,242
122,122,122,140,1133,590,1104
123,123,123,577,1166,784,303
123,123,123,577,1166,784,1026
124,124,124,318,1040,789,500
124,124,124,21,789,500,1129
125,125,125,148,254,891,1015
125,125,125,148,254,891,1015
126,224,224,286,128,126,597
126,79,79,567,1020,924,555
127,127,127,689,1172,1113,862
127,127,127,679,1046,298,689
128,128,128,392,1035,224,286
128,128,128,834,319,48,392
129,129,129,639,724,139,44
129,129,129,724,639,778,139
130,130,130,872,325,107,499
130,130,130,325,474,499,872
131,131,131,973,940,1162,574
131,961,961,306,595,669,65
132,132,132,970,902,542,1022
132,132,132,970,642,542,231
133,133,133,96,414,282,380
133,133,133,282,414,96,499
134,134,134,984,588,859,417
134,134,134,984,859,588,150
135,159,159,135,386,1004,920
135,135,135,1004,154,159,590
136,136,136,537,664,322,171
136,136,136,290,752,934,321
137,137,137,194,407,201,1030
137,137,137,407,194,838,1030
138,138,138,931,584,502,662
138,138,138,800,106,931,502
139,139,139,129,1079,724,639
139,139,139,129,639,719,62
140,140,140,1149,459,937,762
140,140,140,1149,937,459,737
141,1117,1117,1122,37,149,690
141,55,55,245,141,102,869
142,142,142,662,749,813,500
142,142,142,813,550,150,307
143,143,143,880,1134,394,659
143,143,143,659,1134,394,522
144,144,144,500,1105,179,277
144,144,144,401,832,64,1086
145,717,717,1090,617,947,228
145,103,103,89,370,771,620
146,146,146,295,909,939,620
146,146,146,909,939,295,170
147,147,147,1152,643,725,983
147,147,147,1152,19,513,279
148,148,148,254,891,125,766
148,148,148,891,125,254,766
149,37,37,301,149,1117,1122
149,37,37,1117,149,301,1122
150,150,150,805,813,832,1045
150,150,150,1045,832,362,859
151,151,151,804,495,648,325
151,249,249,367,467,807,151
152,152,152,1083,928,274,246
152,152,152,0,246,831,387
153,153,153,1031,384,100,994
153,153,153,100,851,54,1031
154,154,154,514,135,361,262
154,154,154,514,262,135,468
155,234,234,155,419,649,83
155,155,155,510,234,113,372
156,156,156,1057,279,88,503
156,156,156,49,279,379,88
157,157,157,792,637,720,412
157,157,157,982,792,646,308
158,158,158,552,221,931,454
158,158,158,552,454,502,221
159,159,159,1033,1004,135,257
159,159,159,1033,1145,920,257
160,160,160,259,482,520,988
160,160,160,71,1131,988,403
161,161,161,1093,178,435,860
161,161,161,1093,178,1078,950
162,162,162,287,20,681,228
162,988,988,287,581,444,795
163,163,163,259,238,397,637
163,163,163,259,397,238,1159
164,164,164,1158,342,756,761
164,818,818,164,439,999,111
165,165,165,556,327,1037,144
165,165,165,327,500,1037,556
166,166,166,373,1152,147,44
166,166,166,373,1152,44,147
167,167,167,580,434,1041,200
167,841,841,692,479,556,489
168,168,168,985,989,1047,826
168,989,989,168,1047,58,772
169,858,858,525,95,111,5
169,169,169,836,972,464,542
170,170,170,768,315,544,909
170,768,768,170,544,315,909
171,1158,1158,342,641,756,164
171,171,171,857,688,186,277
172,172,172,1032,112,902,302
172,172,172,1032,908,24,302
173,173,173,666,948,940,198
173,173,173,732,68,303,623
174,174,174,104,959,1046,994
174,174,174,959,1046,104,994
175,175,175,474,712,790,426
175,175,175,426,790,25,887
176,176,176,315,443,1142,57
176,176,176,315,443,218,347
177,177,177,858,470,996,975
177,177,177,1005,536,1025,858
178,1068,1068,740,1129,155,113
178,1143,1143,75,178,993,437
179,179,179,1105,654,958,177
179,179,179,177,1114,150,654
180,180,180,78,517,867,248
180,180,180,78,248,517,57
181,83,83,234,181,750,728
181,161,161,181,1093,234,998
182,89,89,452,771,103,182
182,89,89,103,771,182,452
183,672,672,183,412,781,792
183,672,672,183,412,781,792
184,184,184,713,228,717,617
184,184,184,713,228,617,725
185,759,759,460,4,903,202
185,557,557,696,185,4,12
186,186,186,1105,885,883,775
186,186,186,1105,885,624,854
187,187,187,1153,1171,294,236
187,187,187,1153,1171,726,294
188,188,188,693,653,354,305
188,693,693,188,653,354,305
189,189,189,765,588,1105,568
189,189,189,765,588,1105,174
190,190,190,66,744,272,1019
190,190,190,66,193,744,1134
191,191,191,113,155,314,682
191,191,191,682,758,113,314
192,872,872,192,843,10,365
192,192,192,872,10,365,145
193,193,193,1100,2,67,41
193,193,193,2,1100,305,880
194,289,289,976,225,564,721
194,194,194,1030,1007,137,317
195,195,195,9,420,174,879
195,195,195,9,104,879,723
196,253,253,380,953,1058,196
196,1016,1016,196,193,809,871
197,805,805,874,1167,652,197
197,197,197,874,584,1167,445
198,198,198,1126,662,215,1094
198,198,198,1094,749,106,666
199,199,199,774,205,1075,270
199,199,199,205,187,270,752
200,200,200,894,211,901,929
200,69,69,200,894,211,615
201,201,201,823,422,137,1157
201,201,201,137,823,1157,422
202,332,332,317,381,903,202
202,332,332,903,202,460,881
203,203,203,1107,431,188,606
203,203,203,1107,431,606,1002
204,204,204,621,273,458,1149
204,204,204,621,273,1149,966
205,205,205,699,765,861,588
205,205,205,222,803,752,743
206,206,206,88,115,1057,893
206,206,206,88,1057,115,631
207,207,207,250,112,754,1156
207,386,386,455,302,772,814
208,1083,1083,322,208,1062,506
208,208,208,874,918,1146,1083
209,209,209,618,781,726,156
209,209,209,618,294,406,489
210,210,210,555,644,1096,475
210,536,536,730,513,925,906
211,894,894,211,200,901,51
211,1056,1056,1002,606,647,599
212,469,469,908,794,1116,979
212,661,661,212,338,611,656
213,213,213,935,174,1110,400
213,213,213,1110,707,509,994
214,214,214,1138,498,397,33
214,214,214,397,956,32,498
215,502,502,215,552,74,158
215,215,215,502,948,198,800
216,638,638,1156,112,207,250
216,216,216,570,116,774,707
217,217,217,49,888,382,812
217,217,217,48,49,382,888
218,218,218,612,538,826,178
218,218,218,612,826,538,178
219,219,219,705,675,990,362
219,219,219,705,1014,990,24
220,220,220,1133,15,781,1121
220,220,220,1133,15,995,1066
221,221,221,778,931,138,210
221,221,221,778,931,158,237
222,222,222,803,496,498,674
222,222,222,496,558,774,33
223,223,223,453,391,716,930
223,223,223,453,930,462,1049
224,224,224,128,286,848,754
224,224,224,286,370,89,103
225,225,225,289,564,358,582
225,225,225,289,564,582,243
226,226,226,52,497,881,332
226,226,226,497,52,881,332
227,227,227,533,320,319,871
227,227,227,533,359,320,319
228,162,162,20,58,745,826
228,228,228,184,802,717,713
229,229,229,548,638,351,941
229,229,229,548,135,209,154
230,230,230,400,390,689,856
230,230,230,400,390,134,1095
231,231,231,567,79,364,619
231,231,231,567,79,364,463
232,232,232,793,660,835,384
232,232,232,3,1024,793,835
233,233,233,669,539,354,273
233,233,233,669,539,261,458
234,234,234,83,181,155,419
234,728,728,234,750,649,181
235,235,235,1099,480,962,335
235,480,480,335,790,278,25
236,1025,1025,43,177,94,236
236,236,236,704,1075,558,1127
237,237,237,842,363,1073,488
237,237,237,749,842,433,363
238,238,238,163,637,259,455
238,238,238,280,447,133,455
239,239,239,880,744,547,193
239,447,447,242,937,372,113
240,240,240,1136,939,755,1104
240,240,240,337,8,755,631
241,6,6,208,132,241,1054
241,475,475,730,241,864,424
242,242,242,1029,510,447,710
242,242,242,447,937,922,122
243,225,225,243,289,653,715
243,243,243,916,522,60,871
244,244,244,731,569,1172,948
244,244,244,263,731,569,1172
245,55,55,245,869,141,102
245,102,102,429,690,55,141
246,246,246,310,580,499,996
246,246,246,310,527,1130,1049
247,247,247,93,4,381,202
247,247,247,93,381,591,938
248,57,57,338,698,769,248
248,180,180,57,248,78,698
249,807,807,367,467,249,495
249,495,495,249,367,467,807
250,250,250,207,912,663,464
250,250,250,154,229,262,369
251,251,251,943,1101,449,1143
251,251,251,943,1101,449,740
252,342,342,1158,164,504,641
252,252,252,751,997,1006,1102
253,253,253,596,871,953,1058
253,253,253,596,871,953,1058
254,254,254,148,125,891,266
254,254,254,148,125,891,766
255,255,255,694,1167,675,1146
255,255,255,694,152,675,1167
256,256,256,42,586,798,61
256,256,256,42,586,753,978
257,159,159,1052,257,135,1033
257,257,257,514,673,1108,477
258,733,733,258,444,529,535
258,733,733,258,529,444,768
259,259,259,403,160,520,12
259,259,259,160,403,1072,163
260,572,572,1153,260,94,906
260,260,260,674,585,639,541
261,261,261,997,354,700,751
261,261,261,354,700,273,751
262,262,262,154,553,48,229
262,341,341,981,664,987,949
263,400,400,390,230,263,1086
263,263,263,417,244,883,1086
264,264,264,1040,283,646,746
264,264,264,1022,1032,742,1010
265,265,265,306,961,595,659
265,357,357,669,233,1069,1015
266,254,254,266,125,90,148
266,266,266,90,422,254,516
267,267,267,73,1055,867,551
267,267,267,1055,73,78,867
268,268,268,1037,540,373,1044
268,268,268,167,300,1165,566
269,269,269,1009,737,455,636
269,269,269,636,827,477,451
270,366,366,270,91,867,863
270,199,199,270,930,727,774
271,271,271,180,663,7,78
271,271,271,628,7,517,180
272,407,407,838,137,194,1030
272,289,289,272,715,71,383
273,621,621,273,204,458,919
273,273,273,458,621,919,766
274,274,274,629,5,438,642
274,274,274,629,152,5,296
275,275,275,353,86,337,1091
275,275,275,353,337,359,683
276,276,276,591,396,22,349
276,276,276,396,591,22,349
277,277,277,731,588,390,213
277,277,277,171,854,857,1017
278,480,480,278,335,25,790
278,335,335,25,278,790,480
279,279,279,1057,156,379,19
279,279,279,1057,503,1061,592
280,280,280,364,1139,41,359
280,280,280,1139,41,359,49
281,281,281,355,791,703,471
281,791,791,471,703,625,281
282,282,282,499,133,351,1130
282,282,282,58,96,133,351
283,283,283,1161,132,839,264
283,283,283,1161,958,545,839
284,284,284,528,1086,213,622
284,284,284,706,450,550,1086
285,285,285,679,857,982,1141
285,285,285,679,857,982,575
286,286,286,936,224,128,1001
286,286,286,936,224,49,41
287,287,287,162,581,325,816
287,287,287,816,581,325,681
288,288,288,795,349,444,276
288,288,288,795,349,444,892
289,289,289,225,715,272,243
289,225,225,289,564,243,715
290,290,290,883,189,1105,321
290,290,290,179,654,958,883
291,291,291,868,1008,1023,718
291,291,291,868,1023,1008,121
292,292,292,603,434,580,505
292,292,292,434,505,1049,603
293,293,293,1153,487,883,1100
293,487,487,439,654,767,293
294,294,294,450,1171,618,368
294,294,294,187,1171,618,368
295,295,295,1132,146,963,914
295,295,295,475,126,1020,231
296,296,296,541,951,405,35
296,296,296,631,405,473,1054
297,212,212,297,656,933,764
297,212,212,656,297,764,270
298,298,298,949,423,386,862
298,1127,1127,298,576,1119,558
299,299,299,138,800,454,584
299,299,299,800,138,454,502
300,300,300,991,1041,1108,841
300,300,300,34,1041,668,491
301,301,301,37,628,149,1117
301,301,301,37,149,1122,1117
302,302,302,878,1005,438,455
302,302,302,878,772,567,1005
303,303,303,1154,1166,984,26
303,303,303,1154,1166,984,1094
304,77,77,847,304,923,411
304,77,77,546,847,304,411
305,305,305,203,2,647,188
305,305,305,409,2,599,188
306,306,306,961,850,595,711
306,306,306,961,595,850,711
307,307,307,1141,895,859,327
307,307,307,1141,895,1150,1167
308,308,308,982,351,941,485
308,613,613,941,308,157,785
309,1008,1008,291,340,459,809
309,309,309,737,937,710,447
310,310,310,246,462,120,897
310,310,310,220,462,246,897
311,486,486,62,147,975,1079
311,311,311,119,1037,502,552
312,312,312,511,123,1026,784
312,828,828,454,312,800,1162
313,313,313,990,844,5,597
313,313,313,844,990,0,1072
314,314,314,892,155,394,191
314,834,834,135,974,981,114
315,315,315,67,170,544,224
315,315,315,170,224,67,353
316,316,316,594,180,517,336
316,900,900,408,1148,336,594
317,317,317,1007,332,1030,194
317,90,90,266,516,917,422
318,318,318,1040,614,570,1010
318,318,318,1040,614,570,124
319,319,319,320,227,48,543
319,320,320,319,227,543,48
320,320,320,227,319,533,543
320,320,320,319,227,543,48
321,321,321,883,562,263,986
321,321,321,883,562,356,846
322,322,322,545,87,453,1083
322,322,322,545,453,270,995
323,323,323,864,145,224,353
323,323,323,241,620,864,145
324,324,324,459,1149,204,697
324,966,966,324,697,1149,459
325,325,325,130,872,287,499
325,325,325,130,287,495,581
326,481,481,701,101,40,1087
326,546,546,326,77,1025,655
327,327,327,854,165,556,144
327,327,327,165,144,784,854
328,328,328,1102,371,997,100
328,328,328,1102,997,371,100
329,329,329,107,6,130,91
329,329,329,107,130,91,398
330,330,330,508,993,38,1050
330,256,256,61,330,42,23
331,331,331,491,292,505,34
331,331,331,434,979,167,896
332,332,332,317,381,1007,658
332,332,332,317,381,903,460
333,741,741,983,147,1073,333
333,333,333,536,177,654,858
334,334,334,769,1169,753,1092
334,334,334,769,1169,1044,753
335,480,480,335,278,25,790
335,335,335,480,790,25,278
336,594,594,336,600,1039,316
336,600,600,594,336,1039,1076
337,337,337,115,279,19,353
337,115,115,541,569,337,1100
338,338,338,57,72,769,698
338,57,57,698,248,338,180
339,339,339,935,641,504,496
339,339,339,641,104,1063,959
340,340,340,888,345,1082,5
340,340,340,888,343,862,345
341,341,341,949,86,987,904
341,341,341,949,86,987,386
342,342,342,641,1158,504,164
342,342,342,756,856,641,1158
343,343,343,710,1029,870,159
343,343,343,710,870,1029,340
344,344,344,576,323,735,405
344,344,344,59,1034,323,789
345,345,345,941,368,209,294
345,345,345,678,1082,1018,935
346,346,346,363,415,1134,670
346,346,346,433,415,363,1100
347,745,745,347,826,218,927
347,927,927,347,826,745,985
348,109,109,348,6,716,568
348,736,736,348,600,1048,1076
349,349,349,795,288,396,276
349,349,349,795,288,276,396
350,824,824,350,676,1067,733
350,350,350,824,538,804,892
351,351,351,548,157,494,282
351,351,351,548,494,157,282
352,352,352,866,916,596,367
352,352,352,866,916,436,596
353,353,353,951,1057,296,864
353,353,353,951,1057,275,286
354,354,354,261,188,693,700
354,354,354,261,700,653,65
355,201,201,1157,823,582,355
355,355,355,281,582,1157,358
356,356,356,18,796,378,427
356,356,356,18,222,796,774
357,357,357,1069,388,265,669
357,357,357,265,1069,1015,388
358,358,358,875,225,700,714
358,358,358,225,355,582,564
359,359,359,227,533,31,1139
359,359,359,31,956,214,397
360,360,360,461,404,485,112
360,360,360,404,461,112,905
361,361,361,87,572,949,908
361,361,361,806,908,154,543
362,362,362,832,453,991,624
362,362,362,832,453,150,991
363,363,363,346,415,1005,237
363,363,363,346,415,1005,433
364,364,364,280,1139,683,542
364,364,364,1139,280,683,542
365,10,10,192,365,843,145
365,365,365,530,370,402,10
366,366,366,270,91,867,107
366,366,366,270,867,91,563
367,367,367,807,467,249,374
367,249,249,367,467,807,495
368,368,368,345,618,294,879
368,368,368,345,450,104,857
369,443,443,369,974,118,13
369,974,974,369,443,889,13
370,103,103,370,1001,89,887
370,370,370,103,1001,555,542
371,371,371,793,328,835,1102
371,371,371,328,793,1102,835
372,510,510,372,113,1021,242
372,372,372,1021,155,425,394
373,373,373,166,50,1142,68
373,373,373,50,853,166,841
374,807,807,367,467,249,374
374,367,367,807,467,249,374
375,1140,1140,375,7,429,1143
375,885,885,78,180,517,611
376,376,376,986,61,18,73
376,376,376,986,61,18,568
377,534,534,1160,703,625,791
377,377,377,1109,714,875,1151
378,378,378,798,1168,753,430
378,378,378,1168,632,430,796
379,379,379,156,88,585,839
379,379,379,88,156,108,789
380,388,388,380,871,448,253
380,380,380,388,227,31,253
381,317,317,381,332,1007,658
381,381,381,317,332,490,247
382,382,382,406,674,217,489
382,382,382,618,879,94,689
383,522,522,916,60,596,871
383,383,383,93,289,71,916
384,384,384,1031,851,232,153
384,384,384,1031,851,153,959
385,385,385,747,565,27,1141
385,385,385,747,565,524,1095
386,386,386,548,282,302,152
386,386,386,987,741,983,920
387,387,387,831,461,755,525
387,387,387,755,650,1013,831
388,388,388,871,357,397,60
388,388,388,871,60,357,397
389,389,389,926,992,912,414
389,389,389,926,992,1055,414
390,390,390,588,579,731,400
390,390,390,400,588,705,579
391,391,391,905,952,6,735
391,391,391,905,952,6,223
392,392,392,374,910,936,1120
392,392,392,547,239,936,1059
393,563,563,955,878,619,366
393,297,297,210,270,1020,26
394,394,394,372,425,547,880
394,871,871,227,320,319,1128
395,1161,1161,474,831,463,395
395,395,395,474,814,1129,657
396,591,591,396,22,419,276
396,916,916,276,396,383,591
397,1128,1128,773,871,305,2
397,1128,1128,871,709,773,1058
398,47,47,330,7,1140,38
398,798,798,330,47,1140,398
399,399,399,957,8,568,334
399,399,399,957,8,568,765
400,400,400,263,390,94,1086
400,400,400,731,390,46,1086
401,401,401,463,849,322,958
401,401,401,322,527,958,849
402,402,402,601,1001,887,1120
402,402,402,601,512,1001,530
